Time,CSF,Plasma
1,9.984679,-0.000988
2,19.982050,0.001291
3,29.978860,0.002503
4,39.974690,0.003556
5,49.969479,0.004585
6,59.963216,0.005611
7,69.955900,0.006635
8,79.947508,0.007684
9,72.935032,10.110071
10,70.721661,11.174300
11,69.306834,11.114769
12,68.153192,10.938988
13,67.169646,10.771968
14,66.325337,10.626380
15,65.599809,10.500990
16,64.976255,10.393188
17,64.440331,10.300532
18,63.979719,10.220895
19,63.583838,10.152450
20,63.243589,10.093623
21,62.951154,10.043063
22,62.699816,9.999608
23,62.483797,9.962260
24,62.300774,9.927522
25,76.180749,1.484631
26,86.750866,0.228271
27,96.826938,0.042126
28,106.828572,0.015290
29,116.818230,0.012167
30,126.805210,0.012573
31,136.790896,0.013505
32,146.775382,0.014629
33,126.483037,17.890462
34,116.246743,18.856257
35,108.370636,17.844458
36,101.719250,16.739240
37,96.017658,15.759199
38,91.119234,14.913027
39,86.909428,14.185274
40,83.291253,13.559727
41,80.181540,13.022081
42,77.508833,12.559988
43,75.211718,12.162832
44,73.237415,11.821488
45,71.540559,11.528113
46,70.082160,11.275966
47,68.828708,11.059253
48,67.752119,10.872277
49,82.005282,1.624889
50,92.629535,0.249663
51,102.713137,0.045825
52,112.715364,0.016354
53,122.704583,0.012839
54,132.690970,0.013187
55,142.676040,0.014110
56,152.659988,0.015150
57,131.193777,18.576227
58,120.252128,19.532300
59,111.807602,18.436581
60,104.672514,17.249570
61,98.555812,16.197994
62,93.300692,15.290182
63,88.784326,14.509430
64,84.902673,13.838331
65,81.566509,13.261532
66,78.699174,12.765790
67,76.234782,12.339713
68,74.116709,11.973512
69,72.296286,11.658773
70,70.731685,11.388265
71,69.386957,11.155770
72,68.232461,10.954688
73,82.514401,1.638048
74,93.143738,0.251667
75,103.228050,0.046168
76,113.230337,0.016450
77,123.219519,0.012898
78,133.205854,0.013241
79,143.190870,0.014163
80,153.174769,0.015198
81,131.610111,18.635581
82,120.605701,19.591815
83,112.110943,18.488820
84,104.933157,17.294607
85,98.779818,16.236720
86,93.493218,15.323468
87,88.949797,14.538039
88,85.044890,13.862919
89,81.688741,13.282665
90,78.804228,12.783953
91,76.325073,12.355324
92,74.194311,11.986929
93,72.362983,11.670305
94,70.789010,11.398176
95,69.436225,11.164288
96,68.274677,10.962138
97,82.559008,1.639289
98,93.188825,0.251856
99,103.273205,0.046200
100,113.275498,0.016459
101,123.264676,0.012903
102,133.251007,0.013246
103,143.236019,0.014168
104,153.219851,0.015264
105,131.646279,18.640837
106,120.636450,19.597003
107,112.137329,18.493365
108,104.955829,17.298525
109,98.799303,16.240089
110,93.509965,15.326363
111,88.964190,14.540527
112,85.057261,13.865058
113,81.699373,13.284504
114,78.813366,12.785533
115,76.332927,12.356681
116,74.201061,11.988096
117,72.368785,11.671308
118,70.793996,11.399038
119,69.440511,11.165029
120,68.277909,10.963226
121,82.566490,1.638516
122,93.196003,0.251741
123,103.280337,0.046184
124,113.282622,0.016457
125,123.271799,0.012904
126,133.258128,0.013246
127,143.243139,0.014169
128,153.227033,0.015203
129,131.648445,18.642198
130,120.638644,19.597509
131,112.139256,18.493715
132,104.957491,17.298814
133,98.800733,16.240336
134,93.511194,15.326576
