Time,CSF,Plasma
1.000000e-01,0.682878,-0.006829
2.000000e-01,1.362606,0.003375
3.000000e-01,2.029007,0.019844
4.000000e-01,2.682344,0.042268
5.000000e-01,3.322872,0.070346
6.000000e-01,3.950842,0.103788
7.000000e-01,4.566500,0.142316
8.000000e-01,5.170088,0.185663
9.000000e-01,5.761843,0.233571
1,6.341997,0.285792
1.100000e+00,6.910776,0.342088
1.200000e+00,7.468405,0.402230
1.300000e+00,8.015101,0.465998
1.400000e+00,8.551079,0.533179
1.500000e+00,9.076549,0.603571
1.600000e+00,9.591717,0.676978
1.700000e+00,10.096785,0.753213
1.800000e+00,10.591951,0.832094
1.900000e+00,11.077409,0.913450
2,11.553350,0.997113
2.100000e+00,12.019960,1.082925
2.200000e+00,12.477422,1.170732
2.300000e+00,12.925915,1.260388
2.400000e+00,13.365615,1.351752
2.500000e+00,13.796695,1.444688
2.600000e+00,14.219324,1.539069
2.700000e+00,14.633667,1.634769
2.800000e+00,15.039886,1.731671
2.900000e+00,15.438142,1.829660
3,15.828590,1.928628
3.100000e+00,16.211383,2.028471
3.200000e+00,16.586671,2.129089
3.300000e+00,16.954602,2.230387
3.400000e+00,17.315319,2.332275
3.500000e+00,17.668964,2.434665
3.600000e+00,18.015676,2.537474
3.700000e+00,18.355591,2.640623
3.800000e+00,18.688842,2.744036
3.900000e+00,19.015559,2.847642
4,19.335870,2.951371
4.100000e+00,19.649902,3.055159
4.200000e+00,19.957778,3.158942
4.300000e+00,20.259617,3.262661
4.400000e+00,20.555539,3.366261
4.500000e+00,20.845659,3.469687
4.600000e+00,21.130091,3.572888
4.700000e+00,21.408947,3.675817
4.800000e+00,21.682336,3.778426
4.900000e+00,21.950365,3.880674
5,22.213140,3.982518
5.100000e+00,22.470762,4.083919
5.200000e+00,22.723334,4.184841
5.300000e+00,22.970954,4.285250
5.400000e+00,23.213720,4.385111
5.500000e+00,23.451726,4.484395
5.600000e+00,23.685066,4.583072
5.700000e+00,23.913831,4.681115
5.800000e+00,24.138111,4.778499
5.900000e+00,24.357994,4.875199
6,24.573567,4.971193
6.100000e+00,24.784913,5.066459
6.200000e+00,24.992115,5.160979
6.300000e+00,25.195255,5.254734
6.400000e+00,25.394413,5.347708
6.500000e+00,25.589666,5.439884
6.600000e+00,25.781091,5.531249
6.700000e+00,25.968763,5.621789
6.800000e+00,26.152756,5.711492
6.900000e+00,26.333142,5.800347
7,26.509991,5.888344
7.100000e+00,26.683373,5.975474
7.200000e+00,26.853356,6.061728
7.300000e+00,27.020006,6.147101
7.400000e+00,27.183389,6.231584
7.500000e+00,27.343569,6.315174
7.600000e+00,27.500608,6.397864
7.700000e+00,27.654569,6.479651
7.800000e+00,27.805511,6.560531
7.900000e+00,27.953495,6.640503
8,28.103406,6.719575
8.100000e+00,28.581078,6.800175
8.200000e+00,29.054705,6.883118
8.300000e+00,29.518953,6.968229
8.400000e+00,29.974008,7.055353
8.500000e+00,30.420052,7.144340
8.600000e+00,30.857265,7.235047
8.700000e+00,31.285820,7.327337
8.800000e+00,31.705888,7.421080
8.900000e+00,32.117639,7.516150
9,32.521237,7.612425
9.100000e+00,32.916843,7.709791
9.200000e+00,33.304616,7.808139
9.300000e+00,33.684710,7.907361
9.400000e+00,34.057277,8.007358
9.500000e+00,34.422468,8.108034
9.600000e+00,34.780427,8.209296
9.700000e+00,35.131298,8.311056
9.800000e+00,35.475221,8.413231
9.900000e+00,35.812335,8.515741
10,36.142772,8.618509
1.010000e+01,36.466667,8.721462
1.020000e+01,36.784149,8.824532
1.030000e+01,37.095343,8.927652
1.040000e+01,37.400376,9.030760
1.050000e+01,37.699368,9.133795
1.060000e+01,37.992441,9.236701
1.070000e+01,38.279710,9.339424
1.080000e+01,38.561290,9.441913
1.090000e+01,38.837295,9.544120
11,39.107835,9.645997
1.110000e+01,39.373017,9.747503
1.120000e+01,39.632949,9.848594
1.130000e+01,39.887734,9.949234
1.140000e+01,40.137473,10.049383
1.150000e+01,40.382268,10.149009
1.160000e+01,40.622215,10.248078
1.170000e+01,40.857411,10.346559
1.180000e+01,41.087950,10.444423
1.190000e+01,41.313923,10.541644
12,41.535423,10.638195
1.210000e+01,41.752536,10.734053
1.220000e+01,41.965350,10.829196
1.230000e+01,42.173950,10.923602
1.240000e+01,42.378419,11.017253
1.250000e+01,42.578840,11.110130
1.260000e+01,42.775292,11.202216
1.270000e+01,42.967854,11.293498
1.280000e+01,43.156603,11.383959
1.290000e+01,43.341615,11.473588
13,43.522963,11.562373
1.310000e+01,43.700720,11.650302
1.320000e+01,43.874958,11.737366
1.330000e+01,44.045745,11.823557
1.340000e+01,44.213151,11.908865
1.350000e+01,44.377241,11.993286
1.360000e+01,44.538083,12.076812
1.370000e+01,44.695739,12.159437
1.380000e+01,44.850274,12.241159
1.390000e+01,45.001749,12.321972
14,45.150224,12.401875
1.410000e+01,45.295759,12.480864
1.420000e+01,45.438413,12.558938
1.430000e+01,45.578242,12.636096
1.440000e+01,45.715302,12.712337
1.450000e+01,45.849648,12.787662
1.460000e+01,45.981333,12.862071
1.470000e+01,46.110412,12.935565
1.480000e+01,46.236934,13.008146
1.490000e+01,46.360951,13.079816
15,46.482512,13.150577
1.510000e+01,46.601667,13.220433
1.520000e+01,46.718461,13.289386
1.530000e+01,46.832943,13.357441
1.540000e+01,46.945159,13.424600
1.550000e+01,47.055152,13.490870
1.560000e+01,47.162967,13.556253
1.570000e+01,47.268648,13.620756
1.580000e+01,47.372235,13.684383
