Time,CSF,Plasma
1,4.989550,-0.005796
2,9.989538,-0.003214
3,14.989523,-0.001777
4,19.989503,-0.000977
5,24.989480,-0.000529
6,29.989453,-0.000278
7,34.989422,-0.000135
8,39.989388,-0.000049
9,45.700161,3.263496
10,50.867476,5.484477
11,55.543056,7.087656
12,59.773697,8.312582
13,63.601739,9.295621
14,67.065495,10.115523
15,70.199631,10.818761
16,73.035515,11.433622
17,75.601529,11.978056
18,77.923354,12.464066
19,80.024229,12.900152
20,81.925179,13.292699
21,83.645230,13.646758
22,85.201597,13.966495
23,86.609856,14.255455
24,87.884437,14.515944
25,92.884544,8.060170
26,97.884465,4.475672
27,102.884383,2.485290
28,107.884296,1.380082
29,112.884206,0.766390
30,117.884112,0.425624
31,122.884014,0.236409
32,127.883763,0.131589
33,125.229451,9.629603
34,122.828557,14.712833
35,120.656139,17.363549
36,118.690454,18.679907
37,116.911828,19.270127
38,115.302461,19.470533
39,113.846245,19.466600
40,112.528607,19.360168
41,111.336358,19.206740
42,110.257567,19.036194
43,109.281436,18.864264
44,108.398197,18.698916
45,107.599008,18.543872
46,106.875873,18.400567
47,106.221553,18.269224
48,105.629992,18.148515
49,110.630171,10.077211
50,115.630079,5.595696
51,120.629983,3.107223
52,125.629883,1.725437
53,130.629779,0.958167
54,135.629672,0.532124
55,140.629560,0.295555
56,145.629274,0.164457
57,141.286054,10.918345
58,137.357174,16.577913
59,133.802175,19.439270
60,130.585480,20.773614
61,127.674894,21.284264
62,125.041286,21.359449
63,122.658299,21.212661
64,120.502083,20.960558
65,118.551059,20.666210
66,116.785698,20.363094
67,115.188334,20.068401
68,113.742979,19.790412
69,112.435168,19.532580
70,111.251811,19.295787
71,110.181065,19.079587
72,109.212740,18.881915
73,114.212933,10.484443
74,119.212838,5.821824
75,124.212739,3.232788
76,129.212637,1.795162
77,134.212530,0.996886
78,139.212420,0.553626
79,144.212306,0.307497
80,149.211308,0.172153
81,144.527810,11.178536
82,140.290435,16.954465
83,136.456301,19.858349
84,132.987032,21.196324
85,129.847908,21.690909
86,127.007511,21.740813
87,124.437413,21.565183
88,122.111892,21.283669
89,120.007674,20.960870
90,118.103698,20.630989
91,116.380910,20.311511
92,114.822066,20.010780
93,113.411566,19.732196
94,112.135293,19.476528
95,110.980473,19.243195
96,109.936080,19.029985
97,114.936276,10.566661
98,119.936181,5.867479
99,124.936082,3.258139
100,129.935978,1.809239
101,134.935871,1.004703
102,139.935760,0.557967
103,144.935646,0.309908
104,149.934641,0.173499
105,145.182305,11.231068
106,140.882648,17.030489
107,136.992157,19.942959
108,133.471895,21.281668
109,130.286630,21.773008
110,127.404483,21.817808
111,124.796608,21.636355
112,122.436905,21.348904
113,120.301758,21.020361
114,118.369797,20.685076
115,116.621686,20.360594
116,115.039929,20.055271
117,113.608697,19.772497
118,112.313664,19.513019
119,111.141870,19.276227
120,110.082119,19.059879
121,115.082316,10.583261
122,120.082221,5.876696
123,125.082121,3.263258
124,130.082018,1.812082
125,135.081911,1.006282
126,140.081800,0.558843
127,145.081685,0.310394
128,150.080679,0.173770
129,145.314445,11.241674
130,141.002213,17.045838
131,137.100343,19.960042
132,133.569786,21.298898
133,130.375205,21.789584
134,127.484629,21.833354
135,124.869128,21.650725
136,122.502524,21.362075
137,120.361132,21.032372
138,118.423521,20.695996
139,116.670297,20.370503
140,115.083915,20.064254
141,113.648497,19.780634
142,112.349676,19.520386
143,111.174455,19.282896
144,110.111604,19.065915
145,115.111801,10.586612
146,120.111705,5.878557
147,125.111606,3.264291
148,130.111502,1.812655
149,135.111395,1.006600
150,140.111284,0.559020
151,145.111169,0.310493
152,150.110163,0.173825
153,145.341124,11.243815
154,141.026352,17.048937
155,137.122186,19.963490
156,133.589550,21.302377
157,130.393089,21.792930
158,127.500811,21.836492
159,124.883769,21.653626
160,122.515772,21.364734
161,120.373120,21.034797
162,118.434367,20.698201
163,116.680112,20.372504
164,115.092795,20.066067
165,113.656532,19.782276
166,112.356947,19.521874
167,111.181034,19.284243
168,110.117557,19.067134
169,115.117754,10.587289
170,120.117658,5.878933
171,125.117559,3.264500
172,130.117455,1.812771
173,135.117348,1.006664
174,140.117237,0.559056
175,145.117122,0.310513
176,150.116116,0.173836
