Time,CSF,Plasma
1,0.687387,0.107891
2,1.007921,0.184231
3,1.155444,0.219723
4,1.223345,0.236064
5,1.254598,0.243586
6,1.268983,0.247048
7,1.275604,0.248641
8,1.283875,0.249257
9,39.263471,0.744990
10,73.704721,1.597992
11,104.946244,2.378419
12,133.285455,3.086455
13,158.991980,3.728717
14,182.310393,4.311313
15,203.462546,4.839787
16,222.649685,5.319166
17,240.054355,5.754011
18,255.842148,6.148459
19,270.163270,6.506264
20,283.153973,6.830829
21,294.937851,7.125242
22,305.627018,7.392304
23,315.323172,7.634557
24,324.080607,7.886691
25,148.945323,34.654167
26,69.232157,16.585333
27,32.557049,7.776820
28,15.676686,3.714531
29,7.907097,1.844636
30,4.330956,0.983970
31,2.684950,0.587827
32,1.933097,0.405301
33,39.850233,0.761967
34,74.237025,1.611330
35,105.429098,2.390483
36,133.723453,3.097398
37,159.389288,3.738643
38,182.670791,4.320317
39,203.789464,4.847955
40,222.946232,5.326575
41,240.323354,5.760732
42,256.086157,6.154556
43,270.384611,6.511794
44,283.354751,6.835845
45,295.119977,7.129792
46,305.792225,7.396432
47,315.473031,7.638301
48,324.216531,7.890101
49,149.007503,34.668657
50,69.260771,16.592212
51,32.570219,7.779989
52,15.682748,3.715990
53,7.909887,1.845308
54,4.332240,0.984279
55,2.685542,0.587970
56,1.933369,0.405366
57,39.850481,0.761974
58,74.237250,1.611335
59,105.429302,2.390488
60,133.723638,3.097402
61,159.389456,3.738647
62,182.670943,4.320321
63,203.789602,4.847958
64,222.946357,5.326578
65,240.323468,5.760735
66,256.086260,6.154558
67,270.384704,6.511796
68,283.354836,6.835847
69,295.120054,7.129794
70,305.792295,7.396434
71,315.473094,7.638302
72,324.216589,7.890103
73,149.007529,34.668663
74,69.260783,16.592215
75,32.570225,7.779991
76,15.682751,3.715991
77,7.909888,1.845308
78,4.332240,0.984279
79,2.685542,0.587970
80,1.933369,0.405366
81,39.850481,0.761974
82,74.237250,1.611335
83,105.429302,2.390488
84,133.723638,3.097402
85,159.389456,3.738647
86,182.670944,4.320321
87,203.789602,4.847958
88,222.946357,5.326578
89,240.323468,5.760735
90,256.086260,6.154558
91,270.384704,6.511796
92,283.354836,6.835847
93,295.120054,7.129794
94,305.792295,7.396434
95,315.473094,7.638302
96,324.216589,7.890103
97,149.007529,34.668663
98,69.260783,16.592215
99,32.570225,7.779991
100,15.682751,3.715991
101,7.909888,1.845308
102,4.332240,0.984279
103,2.685542,0.587970
104,1.933369,0.405366
105,39.850481,0.761974
106,74.237250,1.611335
107,105.429302,2.390488
108,133.723638,3.097402
109,159.389456,3.738647
110,182.670944,4.320321
111,203.789602,4.847958
112,222.946357,5.326578
113,240.323468,5.760735
114,256.086260,6.154558
115,270.384704,6.511796
116,283.354836,6.835847
117,295.120054,7.129794
118,305.792295,7.396434
119,315.473094,7.638302
120,324.216589,7.890103
121,149.007529,34.668663
122,69.260783,16.592215
123,32.570225,7.779991
124,15.682751,3.715991
125,7.909888,1.845308
126,4.332240,0.984279
127,2.685542,0.587970
128,1.933369,0.405366
129,39.850481,0.761974
130,74.237250,1.611335
131,105.429302,2.390488
132,133.723638,3.097402
133,159.389456,3.738647
134,182.670944,4.320321
135,203.789602,4.847958
136,222.946357,5.326578
137,240.323468,5.760735
138,256.086260,6.154558
139,270.384704,6.511796
140,283.354836,6.835847
141,295.120054,7.129794
142,305.792295,7.396434
143,315.473094,7.638302
144,324.216589,7.890103
145,149.007529,34.668663
146,69.260783,16.592215
147,32.570225,7.779991
148,15.682751,3.715991
149,7.909888,1.845308
150,4.332240,0.984279
151,2.685542,0.587970
152,1.933369,0.405366
153,39.850481,0.761974
154,74.237250,1.611335
155,105.429302,2.390488
156,133.723638,3.097402
157,159.389456,3.738647
158,182.670944,4.320321
159,203.789602,4.847958
160,222.946357,5.326578
161,240.323468,5.760735
162,256.086260,6.154558
163,270.384704,6.511796
164,283.354836,6.835847
165,295.120054,7.129794
166,305.792295,7.396434
167,315.473094,7.638302
168,324.216589,7.890103
169,149.007529,34.668663
170,69.260783,16.592215
171,32.570225,7.779991
172,15.682751,3.715991
173,7.909888,1.845308
174,4.332240,0.984279
175,2.685542,0.587970
176,1.933369,0.405366
177,39.850481,0.761974
178,74.237250,1.611335
179,105.429302,2.390488
180,133.723638,3.097402
181,159.389456,3.738647
182,182.670944,4.320321
183,203.789602,4.847958
184,222.946357,5.326578
185,240.323468,5.760735
186,256.086260,6.154558
187,270.384704,6.511796
188,283.354836,6.835847
189,295.120054,7.129794
190,305.792295,7.396434
191,315.473094,7.638302
192,324.216589,7.890103
193,149.007529,34.668663
194,69.260783,16.592215
195,32.570225,7.779991
196,15.682751,3.715991
197,7.909888,1.845308
198,4.332240,0.984279
199,2.685542,0.587970
200,1.933369,0.405366
201,39.850481,0.761974
202,74.237250,1.611335
203,105.429302,2.390488
204,133.723638,3.097402
205,159.389456,3.738647
206,182.670944,4.320321
207,203.789602,4.847958
208,222.946357,5.326578
209,240.323468,5.760735
210,256.086260,6.154558
211,270.384704,6.511796
212,283.354836,6.835847
213,295.120054,7.129794
214,305.792295,7.396434
215,315.473094,7.638302
216,324.216589,7.890103
217,149.007529,34.668663
218,69.260783,16.592215
219,32.570225,7.779991
220,15.682751,3.715991
221,7.909888,1.845308
222,4.332240,0.984279
223,2.685542,0.587970
224,1.933369,0.405366
225,39.850481,0.761974
226,74.237250,1.611335
227,105.429302,2.390488
228,133.723638,3.097402
229,159.389456,3.738647
230,182.670944,4.320321
231,203.789602,4.847958
232,222.946357,5.326578
233,240.323468,5.760735
234,256.086260,6.154558
235,270.384704,6.511796
236,283.354836,6.835847
237,295.120054,7.129794
238,305.792295,7.396434
239,315.473094,7.638302
240,324.216589,7.890103
