Iteration,Loss
1,130.345751
2,130.345607
3,130.345078
4,130.345195
5,130.345607
6,130.345066
7,130.345116
8,130.345116
9,130.345571
10,130.345078
11,130.345066
12,130.342630
13,130.342532
14,130.342630
15,130.342703
16,130.343276
17,130.342565
18,130.342532
19,130.342560
20,130.342710
21,130.345116
22,130.342543
23,130.342532
24,130.342536
25,130.342532
26,130.342536
27,130.342592
28,130.343556
29,130.342536
30,130.342532
31,130.342532
32,130.342536
33,130.342532
34,130.342545
35,130.342532
36,130.342545
37,130.342598
38,130.343567
39,130.342532
40,130.342532
41,130.342536
42,130.343136
43,130.342118
44,130.342132
45,130.342118
46,130.342122
47,130.342118
48,130.342122
49,130.342174
50,130.343122
51,130.342123
52,130.342532
53,130.342118
54,130.342117
55,130.342123
56,130.342117
57,130.342117
58,130.342132
59,130.342180
60,130.343134
61,130.342118
62,130.342536
63,130.342117
64,130.342122
65,130.342705
66,130.342117
67,130.342122
68,130.342142
69,130.342575
70,130.342117
71,130.342120
72,130.342533
73,130.342117
74,130.342119
75,130.342702
76,130.342117
77,130.342119
78,130.342140
79,130.342571
80,130.342118
81,130.342329
82,130.342117
83,130.342117
84,130.342392
85,130.341895
86,130.341901
87,130.341895
88,130.341894
89,130.341901
90,130.341894
91,130.341894
92,130.342738
93,130.341910
94,130.341954
95,130.342900
96,130.341895
97,130.341894
98,130.342472
99,130.341894
100,130.342334
101,130.341898
102,130.341918
103,130.342345
104,130.341894
105,130.341898
106,130.341894
107,130.341896
108,130.342468
109,130.341894
110,130.342331
111,130.341896
112,130.341916
113,130.342342
114,130.341895
115,130.341894
116,130.341894
117,130.342164
118,130.341894
119,130.342117
120,130.341894
121,130.341904
122,130.342107
123,130.341895
124,130.341770
125,130.341772
126,130.341770
127,130.341769
128,130.341772
129,130.341769
130,130.341769
131,130.342202
132,130.341772
133,130.341791
134,130.342315
135,130.342215
136,130.341770
137,130.341769
138,130.341770
139,130.341769
140,130.341990
141,130.341770
142,130.341778
143,130.342026
144,130.341981
145,130.341769
146,130.341769
147,130.341769
148,130.341769
149,130.341881
150,130.341769
151,130.341773
152,130.341894
153,130.341872
154,130.341769
155,130.341769
156,130.341769
157,130.341769
158,130.341769
159,130.341769
160,130.341769
161,130.341881
162,130.341769
163,130.341773
164,130.341894
165,130.341873
166,130.341769
167,130.341769
168,130.341769
169,130.341769
170,130.341825
171,130.341769
172,130.341771
173,130.341831
174,130.341820
175,130.341769
176,130.341769
177,130.341769
178,130.341769
179,130.341769
180,130.341825
181,130.341769
182,130.341771
183,130.341831
184,130.341820
185,130.341769
186,130.341769
187,130.341769
188,130.341769
189,130.341797
190,130.341769
191,130.341770
192,130.341800
193,130.341794
194,130.341769
195,130.341769
196,130.341769
197,130.341769
198,130.341783
199,130.341769
200,130.341769
201,130.341784
202,130.341782
203,130.341769
204,130.341769
205,130.341769
206,130.341769
207,130.341776
208,130.341769
209,130.341769
210,130.341777
211,130.341775
212,130.341769
213,130.341769
214,130.341769
215,130.341769
216,130.341772
217,130.341769
218,130.341769
219,130.341773
220,130.341772
221,130.341769
222,130.341769
223,130.341769
224,130.341769
225,130.341769
226,130.341769
227,130.341769
228,130.341772
229,130.341769
230,130.341769
231,130.341773
232,130.341772
233,130.341769
234,130.341769
235,130.341769
236,130.341769
237,130.341771
238,130.341769
239,130.341769
240,130.341771
241,130.341771
242,130.341769
243,130.341769
244,130.341769
245,130.341769
246,130.341770
247,130.341769
248,130.341769
249,130.341770
250,130.341770
251,130.341769
252,130.341769
253,130.341769
254,130.341769
255,130.341769
256,130.341770
257,130.341769
258,130.341769
259,130.341770
260,130.341770
261,130.341769
262,130.341769
263,130.341769
264,130.341769
265,130.341769
266,130.341769
267,130.341769
268,130.341769
269,130.341769
270,130.341769
271,130.341769
272,130.341769
273,130.341769
274,130.341769
275,130.341769
276,130.341769
277,130.341769
278,130.341769
279,130.341769
280,130.341769
281,130.341769
282,130.341769
283,130.341769
284,130.341769
285,130.341769
286,130.341769
287,130.341769
288,130.341769
289,130.341769
290,130.341769
291,130.341769
292,130.341769
293,130.341769
294,130.341769
295,130.341769
296,130.341769
297,130.341769
298,130.341769
299,130.341769
300,130.341769
301,130.341769
302,130.341769
303,130.341769
304,130.341769
305,130.341769
306,130.341769
307,130.341769
308,130.341769
309,130.341769
310,130.341769
311,130.341769
312,130.341769
313,130.341769
314,130.341769
315,130.341769
316,130.341769
317,130.341769
318,130.341769
319,130.341769
320,130.341769
321,130.341769
322,130.341769
323,130.341769
324,130.341769
325,130.341769
326,130.341769
327,130.341769
328,130.341769
329,130.341769
330,130.341769
331,130.341769
332,130.341769
333,130.341769
334,130.341769
335,130.341769
336,130.341769
337,130.341769
338,130.341769
339,130.341769
340,130.341769
341,130.341769
342,130.341769
343,130.341769
344,130.341769
345,130.341769
346,130.341769
347,130.341769
348,130.341769
349,130.341769
350,130.341769
351,130.341769
352,130.341769
353,130.341769
354,130.341769
355,130.341769
356,130.341769
357,130.341769
