Time,Brain,CSF,Plasma
1.470000e+01,20.732842,4.600513,19.855339
1.480000e+01,20.747322,4.618545,19.929274
1.490000e+01,20.760931,4.635863,20.000442
15,20.773723,4.652490,20.068929
1.510000e+01,20.785746,4.668451,20.134819
1.520000e+01,20.797047,4.683769,20.198197
1.530000e+01,20.807668,4.698469,20.259144
1.540000e+01,20.817651,4.712572,20.317740
1.550000e+01,20.827034,4.726100,20.374064
1.560000e+01,20.835853,4.739075,20.428191
1.570000e+01,20.844142,4.751517,20.480198
1.580000e+01,20.851933,4.763446,20.530157
1.590000e+01,20.859255,4.774882,20.578141
16,20.866138,4.785843,20.624217
1.610000e+01,20.872607,4.796347,20.668455
1.620000e+01,20.878687,4.806412,20.710920
1.630000e+01,20.884401,4.816055,20.751675
1.640000e+01,20.889773,4.825293,20.790785
1.650000e+01,20.894821,4.834141,20.828308
1.660000e+01,20.899566,4.842615,20.864303
1.670000e+01,20.904026,4.850729,20.898828
1.680000e+01,20.908218,4.858498,20.931937
1.690000e+01,20.912157,4.865935,20.963685
17,20.915861,4.873055,20.994122
1.710000e+01,20.919341,4.879869,21.023298
1.720000e+01,20.922612,4.886390,21.051263
1.730000e+01,20.925687,4.892631,21.078062
1.740000e+01,20.928577,4.898602,21.103742
1.750000e+01,20.931293,4.904314,21.128345
1.760000e+01,20.933846,4.909778,21.151915
1.770000e+01,20.936246,4.915005,21.174491
1.780000e+01,20.938501,4.920005,21.196114
1.790000e+01,20.940621,4.924786,21.216821
18,20.942613,4.929357,21.236648
1.810000e+01,20.944486,4.933729,21.255632
1.820000e+01,20.946246,4.937908,21.273805
1.830000e+01,20.947901,4.941904,21.291201
1.840000e+01,20.949455,4.945723,21.307852
1.850000e+01,20.950917,4.949374,21.323787
1.860000e+01,20.952290,4.952863,21.339036
1.870000e+01,20.953582,4.956198,21.353627
1.880000e+01,20.954795,4.959384,21.367587
1.890000e+01,20.955936,4.962429,21.380943
19,20.957008,4.965339,21.393719
1.910000e+01,20.958015,4.968118,21.405939
1.920000e+01,20.958962,4.970774,21.417627
1.930000e+01,20.959852,4.973311,21.428805
1.940000e+01,20.960689,4.975734,21.439494
1.950000e+01,20.961475,4.978048,21.449715
1.960000e+01,20.962214,4.980259,21.459487
1.970000e+01,20.962909,4.982370,21.468830
1.980000e+01,20.963562,4.984385,21.477761
1.990000e+01,20.964175,4.986310,21.486299
20,20.964752,4.988149,21.494459
2.010000e+01,20.965294,4.989903,21.502259
2.020000e+01,20.965804,4.991579,21.509713
2.030000e+01,20.966283,4.993179,21.516836
2.040000e+01,20.966733,4.994705,21.523643
2.050000e+01,20.967156,4.996163,21.530148
2.060000e+01,20.967554,4.997554,21.536362
2.070000e+01,20.967927,4.998882,21.542299
2.080000e+01,20.968279,5.000150,21.547971
2.090000e+01,20.968609,5.001359,21.553389
21,20.968919,5.002514,21.558565
2.110000e+01,20.969211,5.003615,21.563508
2.120000e+01,20.969485,5.004666,21.568230
2.130000e+01,20.969743,5.005669,21.572739
2.140000e+01,20.969985,5.006626,21.577045
2.150000e+01,20.970212,5.007539,21.581157
2.160000e+01,20.970426,5.008411,21.585084
2.170000e+01,20.970627,5.009242,21.588834
2.180000e+01,20.970816,5.010034,21.592414
2.190000e+01,20.970994,5.010791,21.595832
22,20.971161,5.011512,21.599095
2.210000e+01,20.971318,5.012200,21.602210
2.220000e+01,20.971465,5.012857,21.605183
2.230000e+01,20.971604,5.013482,21.608022
2.240000e+01,20.971734,5.014080,21.610731
2.250000e+01,20.971857,5.014649,21.613317
2.260000e+01,20.971972,5.015192,21.615786
2.270000e+01,20.972080,5.015710,21.618141
2.280000e+01,20.972182,5.016204,21.620389
2.290000e+01,20.972277,5.016674,21.622535
23,20.972367,5.017123,21.624582
2.310000e+01,20.972452,5.017551,21.626535
2.320000e+01,20.972531,5.017960,21.628399
2.330000e+01,20.972606,5.018349,21.630178
2.340000e+01,20.972676,5.018720,21.631875
2.350000e+01,20.972742,5.019074,21.633494
2.360000e+01,20.972804,5.019411,21.635038
2.370000e+01,20.972862,5.019732,21.636512
2.380000e+01,20.972917,5.020039,21.637917
2.390000e+01,20.972968,5.020331,21.639258
24,20.959278,5.020611,21.649935
2.410000e+01,19.184150,4.999948,22.814416
2.420000e+01,17.605847,4.942968,23.751619
2.430000e+01,16.211556,4.857594,24.483279
2.440000e+01,14.979823,4.750470,25.035730
2.450000e+01,13.891697,4.627149,25.432409
2.460000e+01,12.930434,4.492249,25.694149
2.470000e+01,12.081243,4.349591,25.839451
2.480000e+01,11.331058,4.202313,25.884726
2.490000e+01,10.668336,4.052977,25.844513
25,10.082880,3.903653,25.731674
2.510000e+01,9.565682,3.755995,25.557573
2.520000e+01,9.108783,3.611307,25.332232
2.530000e+01,8.705153,3.470598,25.064478
2.540000e+01,8.348582,3.334631,24.762064
2.550000e+01,8.033583,3.203963,24.431791
2.560000e+01,7.755309,3.078981,24.079609
2.570000e+01,7.509479,2.959930,23.710709
2.580000e+01,7.292310,2.846941,23.329607
2.590000e+01,7.100461,2.740052,22.940219
26,6.930979,2.639223,22.545928
2.610000e+01,6.781256,2.544359,22.149645
2.620000e+01,6.648990,2.455314,21.753859
2.630000e+01,6.532144,2.371908,21.360691
2.640000e+01,6.428921,2.293937,20.971933
2.650000e+01,6.337733,2.221173,20.589087
2.660000e+01,6.257176,2.153381,20.213401
2.670000e+01,6.186011,2.090313,19.845897
2.680000e+01,6.123144,2.031722,19.487403
2.690000e+01,6.067606,1.977360,19.138574
27,6.018543,1.926982,18.799913
2.710000e+01,5.975200,1.880346,18.471793
2.720000e+01,5.936911,1.837219,18.154476
2.730000e+01,5.903085,1.797377,17.848121
2.740000e+01,5.873203,1.760601,17.552806
2.750000e+01,5.846806,1.726684,17.268536
2.760000e+01,5.823485,1.695429,16.995251
2.770000e+01,5.802884,1.666649,16.732844
2.780000e+01,5.784685,1.640167,16.481159
2.790000e+01,5.768607,1.615814,16.240006
28,5.754404,1.593435,16.009165
2.810000e+01,5.741857,1.572881,15.788389
2.820000e+01,5.730773,1.554014,15.577414
2.830000e+01,5.720981,1.536705,15.375961
2.840000e+01,5.712330,1.520833,15.183737
2.850000e+01,5.704688,1.506287,15.000444
2.860000e+01,5.697937,1.492961,14.825777
2.870000e+01,5.691974,1.480758,14.659428
2.880000e+01,5.686705,1.469589,14.501089
2.890000e+01,5.682051,1.459370,14.350454
29,5.677939,1.450024,14.207218
2.910000e+01,5.674307,1.441479,14.071081
2.920000e+01,5.671098,1.433669,13.941748
2.930000e+01,5.668264,1.426534,13.818930
2.940000e+01,5.665759,1.420017,13.702343
2.950000e+01,5.663547,1.414066,13.591713
2.960000e+01,5.661593,1.408635,13.486772
2.970000e+01,5.659866,1.403678,13.387261
2.980000e+01,5.658341,1.399156,13.292927
2.990000e+01,5.656994,1.395032,13.203529
30,5.655804,1.391271,13.118832
3.010000e+01,5.654752,1.387843,13.038611
3.020000e+01,5.653823,1.384718,12.962647
3.030000e+01,5.653003,1.381871,12.890733
3.040000e+01,5.652278,1.379278,12.822669
3.050000e+01,5.651637,1.376915,12.758261
3.060000e+01,5.651072,1.374764,12.697328
3.070000e+01,5.650572,1.372805,12.639692
3.080000e+01,5.650130,1.371022,12.585185
3.090000e+01,5.649740,1.369399,12.533648
31,5.649396,1.367922,12.484926
3.110000e+01,5.649091,1.366579,12.438873
3.120000e+01,5.648822,1.365356,12.395349
3.130000e+01,5.648585,1.364245,12.354223
3.140000e+01,5.648375,1.363234,12.315367
3.150000e+01,5.648190,1.362314,12.278662
3.160000e+01,5.648026,1.361478,12.243992
3.170000e+01,5.647881,1.360719,12.211248
3.180000e+01,5.647753,1.360028,12.180328
3.190000e+01,5.647640,1.359401,12.151133
32,5.654410,1.358832,12.121037
3.210000e+01,6.569711,1.364060,11.780111
3.220000e+01,7.435400,1.379471,11.500885
3.230000e+01,8.249061,1.403939,11.279617
3.240000e+01,9.013821,1.436432,11.110899
3.250000e+01,9.732618,1.476005,10.989735
3.260000e+01,10.408216,1.521791,10.911518
3.270000e+01,11.043210,1.572999,10.871994
3.280000e+01,11.640040,1.628904,10.867246
3.290000e+01,12.201001,1.688844,10.893665
33,12.728247,1.752217,10.947930
3.310000e+01,13.223806,1.818472,11.026984
3.320000e+01,13.689582,1.887111,11.128023
3.330000e+01,14.127364,1.957679,11.248469
3.340000e+01,14.538836,2.029766,11.385957
3.350000e+01,14.925578,2.102998,11.538323
3.360000e+01,15.289077,2.177041,11.703584
3.370000e+01,15.630729,2.251591,11.879928
3.380000e+01,15.951848,2.326376,12.065698
3.390000e+01,16.253667,2.401152,12.259386
34,16.537347,2.475701,12.459617
3.410000e+01,16.803978,2.549828,12.665140
3.420000e+01,17.054584,2.623361,12.874821
3.430000e+01,17.290129,2.696146,13.087630
3.440000e+01,17.511517,2.768051,13.302638
3.450000e+01,17.719600,2.838957,13.519005
3.460000e+01,17.915177,2.908762,13.735975
3.470000e+01,18.098999,2.977379,13.952868
3.480000e+01,18.271774,3.044732,14.169077
3.490000e+01,18.434165,3.110758,14.384059
35,18.586797,3.175403,14.597331
3.510000e+01,18.730255,3.238625,14.808465
3.520000e+01,18.865091,3.300389,15.017085
3.530000e+01,18.991823,3.360668,15.222860
3.540000e+01,19.110939,3.419443,15.425502
3.550000e+01,19.222896,3.476702,15.624761
3.560000e+01,19.328124,3.532436,15.820425
3.570000e+01,19.427028,3.586644,16.012311
3.580000e+01,19.519988,3.639329,16.200269
3.590000e+01,19.607361,3.690498,16.384173
36,19.689483,3.740161,16.563924
3.610000e+01,19.766669,3.788333,16.739444
3.620000e+01,19.839217,3.835029,16.910675
3.630000e+01,19.907404,3.880270,17.077577
3.640000e+01,19.971493,3.924078,17.240128
3.650000e+01,20.031730,3.966475,17.398319
3.660000e+01,20.088347,4.007486,17.552154
3.670000e+01,20.141562,4.047139,17.701651
3.680000e+01,20.191578,4.085461,17.846837
3.690000e+01,20.238588,4.122481,17.987748
37,20.282773,4.158227,18.124430
3.710000e+01,20.324302,4.192731,18.256935
3.720000e+01,20.363336,4.226023,18.385322
3.730000e+01,20.400023,4.258134,18.509655
3.740000e+01,20.434506,4.289093,18.630003
3.750000e+01,20.466916,4.318934,18.746439
3.760000e+01,20.497378,4.347687,18.859041
3.770000e+01,20.526009,4.375382,18.967888
3.780000e+01,20.552920,4.402051,19.073061
3.790000e+01,20.578213,4.427724,19.174646
38,20.601987,4.452432,19.272726
3.810000e+01,20.624331,4.476204,19.367389
3.820000e+01,20.645333,4.499070,19.458722
3.830000e+01,20.665072,4.521059,19.546812
3.840000e+01,20.683625,4.542199,19.631747
3.850000e+01,20.701063,4.562518,19.713614
3.860000e+01,20.717453,4.582043,19.792500
3.870000e+01,20.732858,4.600802,19.868492
3.880000e+01,20.747337,4.618821,19.941676
3.890000e+01,20.760946,4.636125,20.012135
39,20.773737,4.652739,20.079954
3.910000e+01,20.785759,4.668688,20.145215
3.920000e+01,20.797059,4.683996,20.208000
3.930000e+01,20.807679,4.698684,20.268387
3.940000e+01,20.817661,4.712777,20.326456
3.950000e+01,20.827044,4.726295,20.382282
3.960000e+01,20.835862,4.739261,20.435940
3.970000e+01,20.844151,4.751694,20.487505
3.980000e+01,20.851941,4.763615,20.537048
3.990000e+01,20.859263,4.775042,20.584638
40,20.866145,4.785995,20.630344
4.010000e+01,20.872613,4.796492,20.674233
4.020000e+01,20.878693,4.806550,20.716368
4.030000e+01,20.884407,4.816187,20.756814
4.040000e+01,20.889778,4.825418,20.795630
4.050000e+01,20.894826,4.834260,20.832877
4.060000e+01,20.899571,4.842728,20.868612
4.070000e+01,20.904031,4.850837,20.902892
4.080000e+01,20.908222,4.858601,20.935770
4.090000e+01,20.912162,4.866033,20.967299
41,20.915864,4.873148,20.997530
4.110000e+01,20.919345,4.879958,21.026513
4.120000e+01,20.922616,4.886475,21.054295
4.130000e+01,20.925690,4.892711,21.080922
4.140000e+01,20.928580,4.898678,21.106439
4.150000e+01,20.931296,4.904386,21.130889
4.160000e+01,20.933849,4.909847,21.154314
4.170000e+01,20.936248,4.915071,21.176754
4.180000e+01,20.938504,4.920067,21.198248
4.190000e+01,20.940623,4.924845,21.218834
42,20.942616,4.929414,21.238547
4.210000e+01,20.944488,4.933783,21.257422
4.220000e+01,20.946248,4.937959,21.275494
4.230000e+01,20.947902,4.941953,21.292794
4.240000e+01,20.949457,4.945770,21.309355
4.250000e+01,20.950918,4.949418,21.325204
4.260000e+01,20.952292,4.952905,21.340373
4.270000e+01,20.953583,4.956238,21.354888
4.280000e+01,20.954796,4.959423,21.368777
4.290000e+01,20.955937,4.962466,21.382066
43,20.957009,4.965373,21.394778
4.310000e+01,20.958016,4.968151,21.406938
4.320000e+01,20.958963,4.970805,21.418570
4.330000e+01,20.959853,4.973340,21.429694
4.340000e+01,20.960690,4.975762,21.440333
4.350000e+01,20.961476,4.978075,21.450506
4.360000e+01,20.962215,4.980284,21.460233
4.370000e+01,20.962910,4.982394,21.469534
4.380000e+01,20.963562,4.984409,21.478426
4.390000e+01,20.964176,4.986333,21.486926
44,20.964753,4.988170,21.495051
4.410000e+01,20.965295,4.989923,21.502817
4.420000e+01,20.965804,4.991598,21.510240
4.430000e+01,20.966283,4.993197,21.517333
4.440000e+01,20.966733,4.994723,21.524112
4.450000e+01,20.967156,4.996179,21.530590
4.460000e+01,20.967554,4.997570,21.536779
4.470000e+01,20.967928,4.998897,21.542693
4.480000e+01,20.968279,5.000164,21.548342
4.490000e+01,20.968609,5.001373,21.553740
45,20.968919,5.002527,21.558895
4.510000e+01,20.969211,5.003627,21.563820
4.520000e+01,20.969485,5.004678,21.568524
4.530000e+01,20.969743,5.005680,21.573017
4.540000e+01,20.969985,5.006637,21.577307
4.550000e+01,20.970213,5.007549,21.581405
4.560000e+01,20.970427,5.008420,21.585318
4.570000e+01,20.970628,5.009251,21.589054
4.580000e+01,20.970817,5.010043,21.592622
4.590000e+01,20.970994,5.010799,21.596028
46,20.971161,5.011520,21.599280
4.610000e+01,20.971318,5.012208,21.602385
4.620000e+01,20.971466,5.012864,21.605349
4.630000e+01,20.971604,5.013489,21.608178
4.640000e+01,20.971735,5.014086,21.610878
4.650000e+01,20.971857,5.014655,21.613456
4.660000e+01,20.971972,5.015198,21.615917
4.670000e+01,20.972080,5.015715,21.618265
4.680000e+01,20.972182,5.016209,21.620506
4.690000e+01,20.972278,5.016679,21.622645
47,20.972367,5.017128,21.624686
4.710000e+01,20.972452,5.017556,21.626634
4.720000e+01,20.972531,5.017964,21.628492
4.730000e+01,20.972606,5.018353,21.630265
4.740000e+01,20.972676,5.018724,21.631957
4.750000e+01,20.972742,5.019077,21.633572
4.760000e+01,20.972804,5.019414,21.635112
4.770000e+01,20.972862,5.019736,21.636581
4.780000e+01,20.972917,5.020042,21.637983
4.790000e+01,20.972968,5.020334,21.639320
48,20.959278,5.020614,21.649993
4.810000e+01,19.184150,4.999951,22.814471
4.820000e+01,17.605847,4.942971,23.751672
4.830000e+01,16.211556,4.857596,24.483328
4.840000e+01,14.979823,4.750472,25.035777
4.850000e+01,13.891697,4.627151,25.432453
4.860000e+01,12.930434,4.492251,25.694191
4.870000e+01,12.081243,4.349592,25.839491
4.880000e+01,11.331058,4.202314,25.884763
4.890000e+01,10.668336,4.052978,25.844548
49,10.082880,3.903654,25.731707
4.910000e+01,9.565682,3.755996,25.557604
4.920000e+01,9.108783,3.611308,25.332262
4.930000e+01,8.705153,3.470599,25.064506
4.940000e+01,8.348582,3.334632,24.762091
4.950000e+01,8.033583,3.203964,24.431816
4.960000e+01,7.755309,3.078982,24.079633
4.970000e+01,7.509479,2.959931,23.710731
4.980000e+01,7.292310,2.846942,23.329628
4.990000e+01,7.100461,2.740052,22.940239
50,6.930979,2.639224,22.545947
5.010000e+01,6.781256,2.544359,22.149662
5.020000e+01,6.648990,2.455314,21.753876
5.030000e+01,6.532144,2.371909,21.360707
5.040000e+01,6.428921,2.293937,20.971948
5.050000e+01,6.337733,2.221174,20.589101
5.060000e+01,6.257176,2.153381,20.213414
5.070000e+01,6.186011,2.090313,19.845910
5.080000e+01,6.123144,2.031723,19.487415
5.090000e+01,6.067606,1.977361,19.138585
51,6.018543,1.926982,18.799923
5.110000e+01,5.975200,1.880346,18.471803
5.120000e+01,5.936911,1.837220,18.154485
5.130000e+01,5.903085,1.797377,17.848130
5.140000e+01,5.873203,1.760601,17.552815
5.150000e+01,5.846806,1.726684,17.268543
5.160000e+01,5.823485,1.695429,16.995259
5.170000e+01,5.802884,1.666649,16.732851
5.180000e+01,5.784685,1.640167,16.481166
5.190000e+01,5.768607,1.615814,16.240012
52,5.754404,1.593435,16.009170
5.210000e+01,5.741857,1.572881,15.788394
5.220000e+01,5.730773,1.554014,15.577420
5.230000e+01,5.720981,1.536705,15.375966
5.240000e+01,5.712330,1.520833,15.183742
5.250000e+01,5.704688,1.506287,15.000449
5.260000e+01,5.697937,1.492961,14.825781
5.270000e+01,5.691974,1.480758,14.659432
5.280000e+01,5.686705,1.469589,14.501093
5.290000e+01,5.682051,1.459370,14.350458
53,5.677939,1.450024,14.207221
5.310000e+01,5.674307,1.441479,14.071084
5.320000e+01,5.671098,1.433669,13.941751
5.330000e+01,5.668264,1.426534,13.818932
5.340000e+01,5.665759,1.420017,13.702346
5.350000e+01,5.663547,1.414066,13.591715
5.360000e+01,5.661593,1.408635,13.486774
5.370000e+01,5.659866,1.403678,13.387263
5.380000e+01,5.658341,1.399156,13.292929
5.390000e+01,5.656994,1.395032,13.203531
54,5.655804,1.391271,13.118834
5.410000e+01,5.654752,1.387843,13.038612
5.420000e+01,5.653823,1.384718,12.962649
5.430000e+01,5.653003,1.381871,12.890735
5.440000e+01,5.652278,1.379278,12.822670
5.450000e+01,5.651637,1.376915,12.758263
5.460000e+01,5.651072,1.374764,12.697329
5.470000e+01,5.650572,1.372805,12.639693
5.480000e+01,5.650130,1.371022,12.585186
5.490000e+01,5.649740,1.369399,12.533649
55,5.649396,1.367922,12.484927
5.510000e+01,5.649091,1.366579,12.438874
5.520000e+01,5.648822,1.365356,12.395350
5.530000e+01,5.648585,1.364245,12.354224
5.540000e+01,5.648375,1.363234,12.315368
5.550000e+01,5.648190,1.362314,12.278662
5.560000e+01,5.648026,1.361478,12.243992
5.570000e+01,5.647881,1.360719,12.211249
5.580000e+01,5.647753,1.360028,12.180329
5.590000e+01,5.647640,1.359401,12.151134
56,5.654410,1.358832,12.121038
5.610000e+01,6.569711,1.364060,11.780111
5.620000e+01,7.435400,1.379471,11.500885
5.630000e+01,8.249061,1.403939,11.279617
5.640000e+01,9.013821,1.436432,11.110899
5.650000e+01,9.732618,1.476005,10.989736
5.660000e+01,10.408216,1.521791,10.911518
5.670000e+01,11.043210,1.572999,10.871994
5.680000e+01,11.640040,1.628904,10.867247
5.690000e+01,12.201001,1.688844,10.893666
57,12.728247,1.752217,10.947930
5.710000e+01,13.223806,1.818472,11.026985
5.720000e+01,13.689582,1.887111,11.128023
5.730000e+01,14.127364,1.957679,11.248469
5.740000e+01,14.538836,2.029766,11.385958
5.750000e+01,14.925578,2.102998,11.538324
5.760000e+01,15.289077,2.177041,11.703585
5.770000e+01,15.630729,2.251591,11.879928
5.780000e+01,15.951848,2.326376,12.065699
5.790000e+01,16.253667,2.401152,12.259387
58,16.537347,2.475701,12.459617
5.810000e+01,16.803978,2.549828,12.665140
5.820000e+01,17.054584,2.623361,12.874821
5.830000e+01,17.290129,2.696146,13.087630
5.840000e+01,17.511517,2.768051,13.302638
5.850000e+01,17.719600,2.838957,13.519005
5.860000e+01,17.915177,2.908762,13.735975
5.870000e+01,18.098999,2.977379,13.952868
5.880000e+01,18.271774,3.044732,14.169077
5.890000e+01,18.434165,3.110758,14.384059
59,18.586797,3.175403,14.597331
5.910000e+01,18.730255,3.238625,14.808465
5.920000e+01,18.865091,3.300389,15.017085
5.930000e+01,18.991823,3.360668,15.222860
5.940000e+01,19.110939,3.419443,15.425502
5.950000e+01,19.222896,3.476702,15.624761
5.960000e+01,19.328124,3.532436,15.820425
5.970000e+01,19.427028,3.586644,16.012311
5.980000e+01,19.519988,3.639329,16.200269
5.990000e+01,19.607361,3.690498,16.384173
60,19.689483,3.740161,16.563924
6.010000e+01,19.766669,3.788333,16.739444
6.020000e+01,19.839217,3.835029,16.910675
6.030000e+01,19.907404,3.880270,17.077577
6.040000e+01,19.971493,3.924078,17.240128
6.050000e+01,20.031730,3.966475,17.398319
6.060000e+01,20.088347,4.007486,17.552154
6.070000e+01,20.141562,4.047139,17.701651
6.080000e+01,20.191578,4.085461,17.846837
6.090000e+01,20.238588,4.122481,17.987748
61,20.282773,4.158227,18.124430
6.110000e+01,20.324302,4.192731,18.256935
6.120000e+01,20.363336,4.226023,18.385322
6.130000e+01,20.400023,4.258134,18.509655
6.140000e+01,20.434506,4.289093,18.630003
6.150000e+01,20.466916,4.318934,18.746439
6.160000e+01,20.497378,4.347687,18.859041
6.170000e+01,20.526009,4.375382,18.967888
6.180000e+01,20.552920,4.402051,19.073061
6.190000e+01,20.578213,4.427724,19.174646
62,20.601987,4.452432,19.272726
6.210000e+01,20.624331,4.476204,19.367389
6.220000e+01,20.645333,4.499070,19.458722
6.230000e+01,20.665072,4.521059,19.546812
