Time,CSF,Plasma
1.000000e-01,1.576379,0.083311
2.000000e-01,2.985948,0.347074
3.000000e-01,4.238063,0.754780
4.000000e-01,5.350313,1.283550
5.000000e-01,6.338322,1.913328
6.000000e-01,7.215967,2.626555
7.000000e-01,7.995577,3.407879
8.000000e-01,8.688101,4.243899
9.000000e-01,9.303269,5.122939
1,9.849721,6.034846
1.100000e+00,10.335132,6.970808
1.200000e+00,10.766322,7.923201
1.300000e+00,11.149346,8.885447
1.400000e+00,11.489585,9.851887
1.500000e+00,11.791819,10.817674
1.600000e+00,12.060292,11.778673
1.700000e+00,12.298776,12.731377
1.800000e+00,12.510621,13.672828
1.900000e+00,12.698802,14.600552
2,12.865962,15.512497
2.100000e+00,13.014451,16.406981
2.200000e+00,13.146352,17.282645
2.300000e+00,13.263520,18.138412
2.400000e+00,13.367600,18.973448
2.500000e+00,13.460054,19.787134
2.600000e+00,13.542180,20.579035
2.700000e+00,13.615133,21.348875
2.800000e+00,13.679936,22.096514
2.900000e+00,13.737501,22.821931
3,13.788636,23.525204
3.100000e+00,13.834059,24.206500
3.200000e+00,13.874408,24.866053
3.300000e+00,13.910250,25.504161
3.400000e+00,13.942088,26.121172
3.500000e+00,13.970370,26.717475
3.600000e+00,13.995492,27.293492
3.700000e+00,14.017809,27.849674
3.800000e+00,14.037632,28.386489
3.900000e+00,14.055241,28.904426
4,14.070884,29.403982
4.100000e+00,14.084778,29.885662
4.200000e+00,14.097121,30.349977
4.300000e+00,14.108085,30.797436
4.400000e+00,14.117825,31.228551
4.500000e+00,14.126476,31.643827
4.600000e+00,14.134161,32.043767
4.700000e+00,14.140988,32.428867
4.800000e+00,14.147052,32.799614
4.900000e+00,14.152439,33.156488
5,14.157224,33.499958
5.100000e+00,14.161474,33.830484
5.200000e+00,14.165250,34.148516
5.300000e+00,14.168604,34.454491
5.400000e+00,14.171583,34.748835
5.500000e+00,14.174229,35.031964
5.600000e+00,14.176580,35.304282
5.700000e+00,14.178669,35.566179
5.800000e+00,14.180524,35.818035
5.900000e+00,14.182171,36.060220
6,14.183635,36.293088
6.100000e+00,14.184935,36.516986
6.200000e+00,14.186090,36.732247
6.300000e+00,14.187116,36.939194
6.400000e+00,14.188028,37.138139
6.500000e+00,14.188837,37.329383
6.600000e+00,14.189556,37.513217
6.700000e+00,14.190195,37.689921
6.800000e+00,14.190763,37.859767
6.900000e+00,14.191267,38.023015
7,14.191714,38.179917
7.100000e+00,14.192112,38.330716
7.200000e+00,14.192466,38.475646
7.300000e+00,14.192779,38.614932
7.400000e+00,14.193058,38.748790
7.500000e+00,14.193306,38.877431
7.600000e+00,14.193526,39.001055
7.700000e+00,14.193721,39.119855
7.800000e+00,14.193895,39.234018
7.900000e+00,14.194049,39.343725
8,14.238732,39.413247
8.100000e+00,15.336491,38.651717
8.200000e+00,16.509027,37.874081
8.300000e+00,17.624601,37.182066
