Time,CSF,Plasma
1,4.166353,1.310419
2,6.163608,3.084174
3,7.163583,4.329498
4,7.678299,5.077225
5,7.947437,5.499212
6,8.089384,5.730645
7,8.164599,5.855792
8,8.205809,5.922490
9,22.084696,2.973799
10,34.519806,2.780363
11,45.801903,3.427924
12,56.085049,4.291384
13,65.473348,5.169998
14,74.049844,6.002425
15,81.886439,6.772860
16,89.047528,7.480121
17,95.591525,8.127502
18,101.571666,8.719455
19,107.036557,9.260520
20,112.030597,9.755006
21,116.594358,10.206900
22,120.764912,10.619864
23,124.576137,10.997249
24,128.050588,11.349758
25,64.255148,45.562139
26,35.890065,37.381834
27,22.357551,25.610699
28,15.591881,17.258836
29,12.112300,12.225498
30,10.293722,9.380243
31,9.334813,7.818562
32,8.828072,6.973228
33,22.710022,3.361720
34,35.109932,2.946244
35,46.347340,3.517347
36,56.585521,4.352613
37,65.931369,5.219198
38,74.468623,6.045161
39,82.269209,6.811180
40,89.397344,7.514897
41,95.911208,8.159203
42,101.863809,8.748398
43,107.303530,9.286961
44,112.274569,9.779166
45,116.817309,10.228977
46,120.968654,10.640039
47,124.762325,11.015685
48,128.220724,11.366616
49,64.335049,45.621544
50,35.929614,37.427636
51,22.377772,25.639072
52,15.602415,17.275065
53,12.117844,12.234457
54,10.296657,9.385103
55,9.336371,7.821176
56,8.828900,6.974627
57,22.710854,3.362236
58,35.110718,2.946465
59,46.348066,3.517466
60,56.586187,4.352695
61,65.931979,5.219263
62,74.469180,6.045218
63,82.269719,6.811231
64,89.397809,7.514944
65,95.911634,8.159245
66,101.864198,8.748436
67,107.303885,9.286996
68,112.274894,9.779198
69,116.817606,10.229007
70,120.968925,10.640066
71,124.762573,11.015710
72,128.220951,11.366639
73,64.335156,45.621623
74,35.929667,37.427697
75,22.377799,25.639110
76,15.602429,17.275087
77,12.117852,12.234469
78,10.296661,9.385109
79,9.336373,7.821179
80,8.828901,6.974629
81,22.710855,3.362237
82,35.110719,2.946465
83,46.348067,3.517466
84,56.586188,4.352695
85,65.931979,5.219264
86,74.469181,6.045218
87,82.269720,6.811231
88,89.397810,7.514944
89,95.911634,8.159245
90,101.864198,8.748436
91,107.303886,9.286996
92,112.274894,9.779198
93,116.817607,10.229007
94,120.968926,10.640066
95,124.762574,11.015710
96,128.220951,11.366639
97,64.335156,45.621623
98,35.929667,37.427697
99,22.377799,25.639110
100,15.602429,17.275087
101,12.117852,12.234469
102,10.296661,9.385109
103,9.336373,7.821179
104,8.828901,6.974629
105,22.710855,3.362237
106,35.110719,2.946465
107,46.348067,3.517466
108,56.586188,4.352695
109,65.931979,5.219264
110,74.469181,6.045218
111,82.269720,6.811231
112,89.397810,7.514944
113,95.911634,8.159245
114,101.864198,8.748436
115,107.303886,9.286996
116,112.274894,9.779198
117,116.817607,10.229007
118,120.968926,10.640066
119,124.762574,11.015710
120,128.220951,11.366639
121,64.335156,45.621623
122,35.929667,37.427697
123,22.377799,25.639110
124,15.602429,17.275087
125,12.117852,12.234469
126,10.296661,9.385109
127,9.336373,7.821179
128,8.828901,6.974629
129,22.710855,3.362237
130,35.110719,2.946465
131,46.348067,3.517466
132,56.586188,4.352695
133,65.931979,5.219264
134,74.469181,6.045218
135,82.269720,6.811231
136,89.397810,7.514944
137,95.911634,8.159245
138,101.864198,8.748436
139,107.303886,9.286996
140,112.274894,9.779198
141,116.817607,10.229007
142,120.968926,10.640066
143,124.762574,11.015710
144,128.220951,11.366639
145,64.335156,45.621623
146,35.929667,37.427697
147,22.377799,25.639110
148,15.602429,17.275087
149,12.117852,12.234469
150,10.296661,9.385109
151,9.336373,7.821179
152,8.828901,6.974629
153,22.710855,3.362237
154,35.110719,2.946465
155,46.348067,3.517466
156,56.586188,4.352695
157,65.931979,5.219264
158,74.469181,6.045218
159,82.269720,6.811231
160,89.397810,7.514944
161,95.911634,8.159245
162,101.864198,8.748436
163,107.303886,9.286996
164,112.274894,9.779198
165,116.817607,10.229007
166,120.968926,10.640066
167,124.762574,11.015710
168,128.220951,11.366639
169,64.335156,45.621623
170,35.929667,37.427697
171,22.377799,25.639110
172,15.602429,17.275087
173,12.117852,12.234469
174,10.296661,9.385109
175,9.336373,7.821179
176,8.828901,6.974629
177,22.710855,3.362237
178,35.110719,2.946465
179,46.348067,3.517466
180,56.586188,4.352695
181,65.931979,5.219264
182,74.469181,6.045218
183,82.269720,6.811231
184,89.397810,7.514944
185,95.911634,8.159245
186,101.864198,8.748436
187,107.303886,9.286996
188,112.274894,9.779198
189,116.817607,10.229007
190,120.968926,10.640066
191,124.762574,11.015710
192,128.220951,11.366639
193,64.335156,45.621623
194,35.929667,37.427697
195,22.377799,25.639110
196,15.602429,17.275087
197,12.117852,12.234469
198,10.296661,9.385109
199,9.336373,7.821179
200,8.828901,6.974629
201,22.710855,3.362237
202,35.110719,2.946465
203,46.348067,3.517466
204,56.586188,4.352695
205,65.931979,5.219264
206,74.469181,6.045218
207,82.269720,6.811231
208,89.397810,7.514944
209,95.911634,8.159245
210,101.864198,8.748436
211,107.303886,9.286996
212,112.274894,9.779198
213,116.817607,10.229007
214,120.968926,10.640066
